ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,beliefPair,lik,corrLik,rewardPE,update2,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,1,0,2,aud,0.5,1,b,A,0A,1,z,1.32964129999891,0,0,0,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.357015420775531,0.500331975123936,-0.5,0.0100353321161153,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,2,1,1,aud,0.35,0,b,C,1C,0,z,1.13684210000065,0,1,0,2.30258509299405,0.510035332116115,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.497608891500994,0.500193004173297,-0.5,0.0100353321161153,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,3,0,0,aud,0.35,0,b,B,0B,0,b,1.5584183999963,1,0,1,2.39789527279837,0.510035332116115,0.5,0.5,0.5,0.5,0.5,0.5,0.510035332116115,0.5,0.5,0.239329045741322,0.500126664839522,0.5,0.0100353321161153,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,4,2,1,aud,0.5,1,b,C,2C,1,b,2.05013779999717,1,1,1,2.484906649788,0.510035332116115,0.5,0.5,0.510035332116115,0.5,0.5,0.5,0.510035332116115,0.5,0.5,0.101188962295421,0.499403891015851,0.5,0.0100353321161153,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,5,1,0,aud,0.5,1,b,B,1B,1,z,1.24261679999836,0,0,0,2.56494935746154,0.510035332116115,0.5,0.5,0.510035332116115,0.5,0.5,0.5,0.510035332116115,0.510035332116115,0.5,0.415093754493474,0.500044537724269,-0.5,0.0100353321161153,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,6,2,2,aud,0.35,1,b,A,2A,0,z,2.33846249999988,0,1,1,2.63905732961526,0.510035332116115,0.5,0.5,0.510035332116115,0.510035332116115,0.5,0.5,0.510035332116115,0.510035332116115,0.5,0.0612659822663195,0.500485108049316,0.5,-0.0100353321161153,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,7,0,0,aud,0.35,1,b,B,0B,0,None,NaN,NaN,NaN,NaN,2.01490302054226,0.510035332116115,0.5,0.489964667883885,0.510035332116115,0.510035332116115,0.5,0.5,0.510035332116115,0.510035332116115,0.510035332116115,NaN,NaN,0,0,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,8,2,1,aud,0.5,1,b,C,2C,1,b,1.75222099999883,1,1,1,2.07944154167984,0.510035332116115,0.5,0.489964667883885,0.510035332116115,0.510035332116115,0.5,0.5,0.510035332116115,0.510035332116115,0.510035332116115,0.207132981174406,0.61646617361171,0.489964667883885,0.00983391633475388,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,9,0,2,aud,0.5,1,b,A,0A,1,z,1.43802219999998,0,0,0,2.14006616349627,0.510035332116115,0.5,0.489964667883885,0.510035332116115,0.510035332116115,0.5,0.5,0.510035332116115,0.519869248450869,0.510035332116115,0.226749606453357,0.384836964418432,-0.489964667883885,0.00983391633475388,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
CBC_P010,CBC_P010_AV_prob0.7_Vset1_Aset4_2023-03-17_17h33.48.514.csv,1,10,1,1,aud,0.35,0,b,C,1C,0,z,1.47550780000165,0,1,0,2.19722457733622,0.519869248450869,0.5,0.489964667883885,0.510035332116115,0.510035332116115,0.5,0.5,0.510035332116115,0.519869248450869,0.510035332116115,0.211873863527807,0.384497069450449,-0.489964667883885,0.00983391633475388,CBCsimpleRW,CBCdriftDiffusionLR,0.5,0.0200706642322307,0.679063040007647,13.9600917488651,1.68031886358669,0.5,38.757864430758
