ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCsimpleRW_CBCsimpleSigmoid_beta,fit_CBCsimpleRW_CBCsimpleSigmoid_NLL
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,1,1,0,z,0,1,1,tac,A,63,1,1A,0A,0,1,z,2.48527519999971,0,1,1,1,0A,1A,A10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11143922993256,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,2,3,2,b,1,0,0,tac,D,63,1,3D,2D,1,0,b,1.80769929999951,1,0,1,1,3D,2D,D32,2.83321334405622,0.61143922993256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11143922993256,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,3,2,0,b,1,0,2,tac,C,27,1,2C,0C,1,0,z,2.6556359999995,0,1,0,0,0C,2C,C20,2.89037175789616,0.61143922993256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.11143922993256,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,4,1,0,z,0,1,1,tac,A,63,1,1A,0A,0,1,z,3.27118399999927,0,1,1,1,0A,1A,A10,2.2512917986065,0.61143922993256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.38856077006744,0.5,0.5,0.5,0.5,0.5,0.5,0.61143922993256,0.61143922993256,0.5,0.550132848891487,0.449867151108513,0.818168136543115,0.818168136543115,0.38856077006744,0.0866018259966358,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,5,3,1,z,0,1,3,tac,B,27,1,3B,1B,0,1,z,2.73431889999938,0,1,1,1,1B,3B,B31,2.99573227355399,0.698041055929195,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.38856077006744,0.5,0.5,0.5,0.5,0.5,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11143922993256,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,6,2,3,b,1,0,2,tac,C,63,1,2C,3C,1,0,b,3.13196069999958,1,0,1,1,2C,3C,C23,3.04452243772342,0.698041055929195,0.5,0.5,0.5,0.5,0.61143922993256,0.5,0.5,0.38856077006744,0.5,0.5,0.5,0.5,0.5,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11143922993256,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,7,2,3,z,0,1,0,tac,D,63,0,2D,3D,1,0,z,1.98087609999948,0,1,1,0,3D,2D,D23,3.09104245335832,0.698041055929195,0.5,0.5,0.5,0.5,0.61143922993256,0.5,0.5,0.38856077006744,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.61143922993256,0.61143922993256,0.5,0.550132848891487,0.449867151108513,0.818168136543115,0.818168136543115,-0.61143922993256,-0.136276633868483,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,8,1,0,b,1,0,3,tac,B,63,1,1B,0B,1,0,b,2.64649959999952,1,0,1,1,1B,0B,B10,3.13549421592915,0.698041055929195,0.5,0.5,0.5,0.5,0.61143922993256,0.5,0.5,0.38856077006744,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.475162596064076,0.61143922993256,0.5,0.550132848891487,0.449867151108513,0.818168136543115,0.818168136543115,0.38856077006744,0.0866018259966358,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,9,0,2,b,1,0,1,tac,A,27,1,0A,2A,1,0,b,1.73370199999954,1,0,1,1,0A,2A,A02,3.17805383034795,0.698041055929195,0.5,0.5,0.5,0.5,0.698041055929195,0.5,0.5,0.38856077006744,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.475162596064076,0.698041055929195,0.5,0.582652032227558,0.417347967772442,0.922696483954028,0.922696483954028,0.301958944070805,0.0673001443969986,0.5,0.222878459865119,14.9999996180866,11.4611618708881
CBC_1058,CBC_1058_MSI_TV_v3_Vset4_Tset1_2024-01-26_14h07.19.138.csv,1,10,0,3,z,0,1,0,tac,D,9,1,0D,3D,0,1,b,2.41724759999943,1,0,0,0,0D,3D,D03,3.2188758248682,0.765341200326194,0.5,0.5,0.5,0.5,0.698041055929195,0.5,0.5,0.38856077006744,0.5,0.61143922993256,0.5,0.5,0.5,0.5,0.475162596064076,0.5,0.475162596064076,0.512735006467727,0.487264993532273,0.594367487138312,0.594367487138312,-0.5,-0.11143922993256,0.5,0.222878459865119,14.9999996180866,11.4611618708881
