ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,rt,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,lik,corrLik,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,fit_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_NLL
170,1,1,B,0,1,l,63,1,1,0B,1B,0,1,0,1,B01,3.18675252174346,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.50108236510377,1,1,0,0B,1B,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.0681645348697174,0.49994919803603,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,2,A,0,1,a,63,1,1,0A,1A,1,0,1,0,A01,2.04854038908309,2.83321334405622,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.14408236510377,0,0,1,1A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.0829175972794955,0.500675651686424,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,3,D,2,3,l,63,1,1,2D,3D,0,1,0,1,D23,1.47995976185875,2.89037175789616,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.53608236510377,1,1,0,2D,3D,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.0224980388343692,0.500038665258913,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,4,B,2,1,l,9,1,1,2B,1B,0,1,0,1,B21,1.04590943812004,2.94443897916644,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,1.23908236510377,1,1,0,2B,1B,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.203823559823692,0.499595678972392,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,5,A,0,2,a,27,1,1,0A,2A,1,0,1,0,A02,2.50516782279833,2.99573227355399,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,4.30708236510377,0,0,1,2A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.0438768460357636,0.499235254162865,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,6,C,2,3,a,63,1,1,2C,3C,1,0,1,0,C23,0.637277198269329,3.04452243772342,0.5,0.0727244301953455,0.0727244301953455,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,1.10308236510377,0,0,1,3C,2C,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.194495867821927,0.500962057241047,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,7,D,1,3,l,27,1,1,1D,3D,0,1,0,1,D13,1.49347266103073,3.09104245335832,0.5,0.0727244301953455,0.0727244301953455,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.5,2.38308236510377,0,0,1,3D,1D,0.5,0.5,0.5,0.5,1,1,0.5,0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.125285366326684,0.500170559589535,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,8,A,1,0,l,63,1,1,1A,0A,0,1,0,1,A10,3.46296189984912,3.13549421592915,0.5,0.0727244301953455,0.0727244301953455,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.927275569804655,0.993082365103772,0,0,1,0A,1A,0.5,0.0727244301953455,0.927275569804655,0.0727244301953455,1,1,0.5,0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,1.81074796369472,0.999945405758232,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,9,C,2,0,a,27,1,1,2C,0C,1,0,1,0,C20,2.47678497941418,3.17805383034795,0.927275569804655,0.0727244301953455,0.0727244301953455,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.5,0.5,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.927275569804655,1.84108236510377,0,0,1,0C,2C,0.5,0.5,0.5,0.5,0,0,-0.5,-0.427275569804655,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,0.167004619050764,0.500461814873476,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
170,1,10,D,2,3,l,63,1,1,2D,3D,0,1,0,1,D23,0.663508257641156,2.52572864430826,0.927275569804655,0.0727244301953455,0.0727244301953455,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.5,0.5,0.0727244301953455,0.927275569804655,0.863082365103772,0,0,1,3D,2D,0.927275569804655,0.0727244301953455,0.993886641395167,0.00611335860483345,1,1,0.0727244301953455,0.0621467447008701,0.5,0.858491747005346,0.589082365103772,3.85786364070601,2.53263953038145,0.5,2.77057321171539,0.999988098149062,0.5,0.854551139609309,0.515040714746121,3.81654670729725,3.00963345190455,0.5,2.84480110584915
