ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,rewardPEOP,update2OP,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,1,1,0,b,1,0,0,aud,B,63,1,1B,0B,1,0,b,2.33564939999997,1,0,1,1,1B,0B,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.150008117141914,0.498162456689222,0.5,0.100728036357855,0.5,-0.134230127978453,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,2,0,1,b,1,0,3,aud,A,63,1,0A,1A,1,0,b,1.82308010000088,1,0,1,1,0A,1A,A01,2.83321334405622,0.5,0.5,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.251368986566771,0.500254859338526,0.5,0.100728036357855,0.5,-0.134230127978453,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,3,1,2,z,0,1,1,aud,C,9,1,1C,2C,0,1,z,1.29270270000052,0,1,1,1,2C,1C,C12,2.89037175789616,0.600728036357855,0.365769872021547,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375640510072572,0.500156327545009,0.5,0.100728036357855,0.5,-0.134230127978453,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,4,1,0,z,0,1,3,aud,A,63,1,1A,0A,0,1,z,2.29409770000166,0,1,1,1,0A,1A,A10,2.94443897916644,0.600728036357855,0.365769872021547,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.5,0.5,0.722902917264421,0.277097082735579,0.600728036357855,0.365769872021547,0.212785085492307,0.686242546610249,0.399271963642145,0.0804357617408362,0.365769872021547,-0.0981946734642292,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,5,3,1,b,1,0,2,aud,D,27,1,3D,1D,1,0,b,1.74243840000054,1,0,1,1,3D,1D,D31,2.99573227355399,0.681163798098691,0.267575198557318,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.272129852104048,0.500319052205426,0.5,0.100728036357855,0.5,-0.134230127978453,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,6,0,1,z,0,1,0,aud,B,63,1,0B,1B,0,1,z,1.7200969000005,0,1,1,1,1B,0B,B01,3.04452243772342,0.681163798098691,0.267575198557318,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.365769872021547,0.5,0.600728036357855,0.722902917264421,0.277097082735579,0.600728036357855,0.365769872021547,0.390456033023551,0.686221417419243,0.399271963642145,0.0804357617408362,0.365769872021547,-0.0981946734642292,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,7,2,3,b,1,0,1,aud,C,63,1,2C,3C,1,0,z,2.26871410000058,0,1,0,0,3C,2C,C23,3.09104245335832,0.681163798098691,0.267575198557318,0.5,0.5,0.267575198557318,0.681163798098691,0.5,0.5,0.5,0.365769872021547,0.600728036357855,0.5,0.5,0.365769872021547,0.5,0.600728036357855,0.399271963642145,0.600728036357855,0.5,0.600728036357855,0.132457884672671,0.412131598276274,-0.5,-0.100728036357855,-0.399271963642145,0.107188653555787,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,8,2,0,z,0,1,3,aud,A,27,1,2A,0A,0,1,b,1.8902577000008,1,0,0,0,2A,0A,A20,3.13549421592915,0.681163798098691,0.267575198557318,0.5,0.5,0.267575198557318,0.681163798098691,0.5,0.5,0.5,0.365769872021547,0.707916689913642,0.399271963642145,0.5,0.365769872021547,0.5,0.600728036357855,0.318836201901309,0.681163798098691,0.5,0.681163798098691,0.164335587797275,0.346507647782045,-0.5,-0.100728036357855,-0.318836201901309,0.0855948483707531,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,9,3,2,b,1,0,2,aud,D,63,1,3D,2D,1,0,b,1.84180440000091,1,0,1,1,3D,2D,D32,3.17805383034795,0.766758646469444,0.267575198557318,0.399271963642145,0.5,0.267575198557318,0.681163798098691,0.5,0.5,0.5,0.365769872021547,0.707916689913642,0.399271963642145,0.5,0.365769872021547,0.5,0.600728036357855,0.600728036357855,0.399271963642145,0.600728036357855,0.5,0.290718800476066,0.587316816421606,0.399271963642145,0.0804357617408362,0.5,-0.134230127978453,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
CBC_1019,CBC_1019_MSI_AV_v3_Vset2_Aset1_2023-06-28_16h08.36.821.csv,1,10,3,1,z,0,1,0,aud,B,27,1,3B,1B,0,1,z,1.40432519999922,0,1,1,1,1B,3B,B31,3.2188758248682,0.766758646469444,0.267575198557318,0.399271963642145,0.5,0.267575198557318,0.681163798098691,0.5,0.5,0.5,0.365769872021547,0.707916689913642,0.399271963642145,0.5,0.365769872021547,0.365769872021547,0.681163798098691,0.681163798098691,0.318836201901309,0.681163798098691,0.5,0.489730325227113,0.654185378977621,0.318836201901309,0.0642314890746308,0.5,-0.134230127978453,CBCbothPairsRW,CBCdriftDiffusionLR_pwBelief,0.5,0.20145607271571,0.268460255956906,0.894912949463045,0.792376015664388,2.21884487170596,0.5,63.7080676095932
