ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCsimpleRW_CBCsimpleSigmoid_beta,fit_CBCsimpleRW_CBCsimpleSigmoid_NLL
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,1,0,1,z,0,1,1,tac,B,63,1,0B,1B,0,1,z,2.01681099999951,0,1,1,1,1B,0B,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,2,1,0,z,0,1,0,tac,A,63,1,1A,0A,0,1,b,1.57099169999856,1,0,0,0,1A,0A,A10,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.621187055823563,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,3,2,1,b,1,0,2,tac,C,9,1,2C,1C,1,0,z,1.9524423999992,0,1,0,0,1C,2C,C21,2.89037175789616,0.5,0.378812944176437,0.5,0.5,0.5,0.621187055823563,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,4,0,1,b,1,0,0,tac,A,63,1,0A,1A,1,0,b,1.04347849999976,1,0,1,1,0A,1A,A01,2.94443897916644,0.5,0.378812944176437,0.5,0.5,0.5,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.378812944176437,0.568949289280856,0.431050710719144,0.865849293536525,0.865849293536525,0.5,0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,5,1,3,z,0,1,3,tac,D,27,1,1D,3D,0,1,z,3.44001089999983,0,1,1,1,3D,1D,D13,2.99573227355399,0.621187055823563,0.378812944176437,0.5,0.5,0.5,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,6,1,0,b,1,0,1,tac,B,63,1,1B,0B,1,0,z,1.34027149999929,0,1,0,0,0B,1B,B10,3.04452243772342,0.621187055823563,0.378812944176437,0.5,0.5,0.5,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.5,0.5,0.5,0.5,0.5,0.621187055823563,0.5,0.621187055823563,0.445955915565514,0.554044084434486,0.188217713338141,0.188217713338141,-0.5,-0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,7,3,2,z,0,1,2,tac,C,63,1,3C,2C,0,1,z,1.42232739999963,0,1,1,1,2C,3C,C32,3.09104245335832,0.621187055823563,0.378812944176437,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.5,0.5,0.5,0.5,0.5,0.621187055823563,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.121187055823563,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,8,0,2,b,1,0,0,tac,A,27,1,0A,2A,1,0,b,1.36044690000017,1,0,1,1,0A,2A,A02,3.13549421592915,0.621187055823563,0.378812944176437,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.5,0.621187055823563,0.621187055823563,0.5,0.554044084434486,0.445955915565514,0.811782286661859,0.811782286661859,0.378812944176437,0.0918144508251965,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,9,2,3,z,0,1,3,tac,D,63,1,2D,3D,0,1,z,1.18934339999942,0,1,1,1,3D,2D,D23,3.17805383034795,0.71300150664876,0.378812944176437,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.5,0.621187055823563,0.621187055823563,0.5,0.554044084434486,0.445955915565514,0.811782286661859,0.811782286661859,0.378812944176437,0.0918144508251965,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,10,1,3,b,1,0,1,tac,B,27,1,1B,3B,1,0,b,1.14059289999932,1,0,1,1,1B,3B,B13,3.2188758248682,0.71300150664876,0.378812944176437,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.5,0.71300150664876,0.621187055823563,0.5,0.554044084434486,0.445955915565514,0.811782286661859,0.811782286661859,0.378812944176437,0.0918144508251965,0.5,0.242374111647127,13.5225978675776,11.4736938190324
CBC_1119,CBC_1119_MSI_TV_v3_Vset2_Tset2_2024-05-22_15h38.34.876.csv,1,11,2,3,b,1,0,2,tac,C,63,0,2C,3C,0,1,b,1.38881419999962,1,0,1,0,2C,3C,C23,3.25809653802148,0.71300150664876,0.378812944176437,0.5,0.5,0.378812944176437,0.71300150664876,0.5,0.5,0.5,0.378812944176437,0.621187055823563,0.5,0.5,0.5,0.5,0.71300150664876,0.621187055823563,0.5,0.554044084434486,0.445955915565514,0.811782286661859,0.811782286661859,-0.621187055823563,-0.15055966082193,0.5,0.242374111647127,13.5225978675776,11.4736938190324
