ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,rewardPEOP,update2OP,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_alpha2,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
175,1,1,A,1,0,l,63,1,0.95,1A,0A,0,1,0,1,A10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.40027065580098,1,1,0,1A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.154366327742981,-0.5,0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,0.093364148982021,0.498559473228937,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,2,C,2,3,a,63,1,0.95,2C,3C,1,0,1,0,C23,2.83321334405622,0.92002086451499,0.345633672257019,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.76527065580098,0,0,1,3C,2C,0.5,0.5,0.5,0.5,0,0,-0.5,-0.154366327742981,-0.5,0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,0.118931521680721,0.500916038343688,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,3,A,2,0,l,27,1,0.95,2A,0A,0,1,0,1,A20,2.89037175789616,0.92002086451499,0.345633672257019,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.92002086451499,0.345633672257019,0.5,0.5,0.5,0.5,3.27227065580098,0,0,1,0A,2A,0.92002086451499,0.5,0.647892497572016,0.352107502427984,1,1,0.0799791354850099,0.0246921708817587,0.5,-0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,1.85706850103176,0.999986406817531,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,4,B,0,1,l,63,1,0.95,0B,1B,0,1,0,1,B01,2.94443897916644,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.92002086451499,0.345633672257019,0.5,0.5,0.5,0.5,8.41927065580098,0,0,1,1B,0B,0.5,0.5,0.5,0.5,1,1,0.5,0.154366327742981,0.5,-0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,0.0290640415536767,0.498032323952591,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,5,B,1,0,a,63,1,0.95,1B,0B,1,0,1,0,B10,2.99573227355399,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.0799791354850098,0.654366327742981,0.5,0.5,0.5,0.5,0.92002086451499,0.345633672257019,0.5,0.5,0.5,0.5,3.09427065580098,1,1,0,1B,0B,0.654366327742981,0.0799791354850098,0.891087860564369,0.108912139435631,1,1,0.345633672257019,0.106708401461274,0.0799791354850099,-0.0671858112591508,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,7.66256310537913,0.999999999999865,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,6,C,2,3,a,63,1,0.95,2C,3C,1,0,1,0,C23,2.35137525716348,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.0127933242258591,0.761074729204255,0.5,0.5,0.5,0.5,0.92002086451499,0.345633672257019,0.5,0.5,0.5,0.5,3.42427065580098,1,1,0,2C,3C,0.92002086451499,0.345633672257019,0.726913101312353,0.273086898687647,1,1,0.0799791354850099,0.0246921708817587,0.345633672257019,-0.290346707653768,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,1.15787469665796,0.999999965739527,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,7,D,1,3,l,27,1,0.95,1D,3D,0,1,0,1,D13,3.09104245335832,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.0127933242258591,0.761074729204255,0.5,0.5,0.5,0.5,0.944713035396749,0.0552869646032512,0.5,0.5,0.5,0.5,5.65227065580097,0,0,1,3D,1D,0.5,0.5,0.5,0.5,1,1,0.5,0.154366327742981,0.5,-0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,0.0849482540497169,0.49968201396623,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,8,C,2,1,a,9,1,0.95,2C,1C,1,0,1,0,C21,3.13549421592915,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.0127933242258591,0.761074729204255,0.5,0.5,0.5,0.5,0.944713035396749,0.0552869646032512,0.5,0.0799791354850098,0.5,0.654366327742981,3.48727065580097,1,1,0,2C,1C,0.944713035396749,0.5,0.653910508350408,0.346089491649592,1,1,0.0552869646032512,0.0170688913957202,0.5,-0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,1.58065984944292,0.99999135302667,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,9,B,1,3,a,27,1,0.95,1B,3B,1,0,1,0,B13,3.17805383034795,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.0127933242258591,0.761074729204255,0.5,0.5,0.5,0.0799791354850098,0.961781926792469,0.0552869646032512,0.5,0.0799791354850098,0.5,0.654366327742981,3.22427065580098,1,1,0,1B,3B,0.761074729204255,0.5,0.603512790780049,0.39648720921995,1,1,0.238925270795745,0.0737640333154729,0.5,-0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,0.629244105102477,0.999605979885278,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
175,1,10,D,2,3,l,63,1,0.95,2D,3D,0,1,0,1,D23,3.2188758248682,0.944713035396749,0.345633672257019,0.0799791354850098,0.5,0.0127933242258591,0.834838762519728,0.5,0.0799791354850098,0.5,0.0799791354850098,0.961781926792469,0.0552869646032512,0.5,0.0799791354850098,0.5,0.654366327742981,3.95927065580097,0,0,1,3D,2D,0.654366327742981,0.5,0.566861932834094,0.433138067165906,1,1,0.345633672257019,0.106708401461274,0.5,-0.42002086451499,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.373375411616343,0.783719272013277,2.87827065580097,9.71486847156063,3.64825290038059,0.5,0.631254338078347,0.993682994992096,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.308732655485962,0.84004172902998,2.90391915735578,10.6022712853674,3.57256782729689,0.5,-38.6024597773896
