ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,surprise,0A belief,1A belief,2A belief,0B belief,1B belief,2B belief,0C belief,1C belief,2C belief,beliefPair,lik,corrLik,rewardPE,update2,choicePE,update1,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,1,2,2,aud,0.5,1,z,C,2C,1,b,2.46943780000038,0,0,0,2.19722457733622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.118207298784089,0.500721133708816,-0.5,0.337013987968135,0.5,0.337013987968135,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,2,1,0,aud,0.5,1,z,B,1B,1,b,2.11453039999924,0,0,0,2.30258509299405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.837013987968135,0.5,0.172124306914163,0.499746451140918,-0.5,0.337013987968135,0.5,0.337013987968135,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,3,2,1,aud,0.36,1,z,A,2A,0,[],NaN,NaN,NaN,NaN,2.39789527279837,0.5,0.5,0.5,0.5,0.837013987968135,0.5,0.5,0.5,0.837013987968135,0.5,NaN,NaN,0,0,0,0,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,4,0,0,aud,0.36,1,z,B,0B,0,z,1.80268129999968,1,0,0,2.484906649788,0.5,0.5,0.5,0.5,0.837013987968135,0.5,0.5,0.5,0.837013987968135,0.5,0.239935175326366,0.50019688683504,-0.5,-0.337013987968135,-0.5,-0.337013987968135,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,5,2,2,aud,0.5,1,z,C,2C,1,z,2.31001169999945,1,1,1,1.87180217690159,0.5,0.5,0.5,0.162986012031865,0.837013987968135,0.5,0.5,0.5,0.837013987968135,0.837013987968135,0.16256072629954,0.583473156295634,0.162986012031865,0.109857131795763,0.162986012031865,0.109857131795763,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,6,1,1,aud,0.14,1,z,A,1A,0,z,2.3901821999998,1,0,0,2.63905732961526,0.5,0.5,0.49726531084267,0.162986012031865,0.837013987968135,0.49726531084267,0.49726531084267,0.49726531084267,0.946871119763897,0.5,0.128386258229925,0.499842313388131,-0.5,-0.337013987968135,-0.5,-0.337013987968135,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,7,0,2,aud,0.14,1,z,C,0C,0,b,1.35442090000015,0,1,1,2.70805020110221,0.5,0.162986012031865,0.49726531084267,0.162986012031865,0.837013987968135,0.49726531084267,0.49726531084267,0.49726531084267,0.946871119763897,0.49726531084267,0.374472463579209,0.50101548998869,0.49726531084267,-0.335170730970605,-0.49726531084267,-0.335170730970605,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,8,1,0,aud,0.5,1,z,B,1B,1,z,1.41873729999952,1,1,1,2.07944154167984,0.5,0.162986012031865,0.49726531084267,0.162986012031865,0.837013987968135,0.49726531084267,0.162094579872066,0.49726531084267,0.946871119763897,0.837013987968135,0.417184518285833,0.584846821469122,0.162986012031865,0.109857131795763,0.162986012031865,0.109857131795763,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,9,2,2,aud,0.5,1,z,C,2C,1,z,1.49090590000014,1,1,1,1.73460105538811,0.5,0.162094579872066,0.49726531084267,0.162094579872066,0.946871119763897,0.494545578734915,0.162094579872066,0.494545578734915,0.946871119763897,0.946871119763897,0.40817969654927,0.610223558145733,0.0531288802361027,0.0358103516093008,0.0531288802361027,0.0358103516093008,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
CBC_1049,CBC_1049_MSI_AV_v1_Vset3_Aset1_2024-01-23_15h14.42.182.csv,1,10,0,0,aud,0.36,1,z,B,0B,0,b,2.25665599999957,0,1,1,2.19722457733622,0.5,0.162094579872066,0.494545578734915,0.162094579872066,0.946871119763897,0.491840721870972,0.16120802329199,0.491840721870972,0.982681471373198,0.162094579872066,0.172380377815646,0.584216473894675,0.162094579872066,-0.109256281581408,-0.162094579872066,-0.109256281581408,CBC2StepRW,CBCdriftDiffusionLR,0.5,0.674027975936269,0.00546937831465921,0.827611638849741,0.23498389119281,2.15315807958758,0.5,68.6007545860464
