ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,rewardPEOP,update2OP,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,1,1,0,b,1,0,0,tac,B,63,1,1B,0B,1,0,z,1.62051460000112,0,1,0,0,0B,1B,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.249353582279864,0.500742500494009,-0.5,-0.000655018284559272,-0.5,0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,2,0,1,b,1,0,2,tac,A,63,1,0A,1A,1,0,z,3.26313550000032,0,1,0,0,1A,0A,A01,2.83321334405622,0.5,0.5,0.5,0.5,0.499344981715441,0.644876429366533,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0814953573501806,0.500832019975318,-0.5,-0.000655018284559272,-0.5,0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,3,1,2,z,0,1,3,tac,C,9,1,1C,2C,0,1,z,3.13625040000079,0,1,1,1,2C,1C,C12,2.89037175789616,0.644876429366533,0.499344981715441,0.5,0.5,0.499344981715441,0.644876429366533,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0888948690804323,0.499638127147382,0.5,0.000655018284559272,0.5,-0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,4,1,0,z,0,1,2,tac,A,63,1,1A,0A,0,1,b,3.51263160000053,1,0,0,0,1A,0A,A10,2.94443897916644,0.644876429366533,0.499344981715441,0.5,0.5,0.499344981715441,0.644876429366533,0.5,0.5,0.5,0.355123570633467,0.500655018284559,0.5,0.5,0.5,0.5,0.5,0.436405906129008,0.563594093870992,0.499344981715441,0.644876429366533,0.0536942167793848,0.397837876053299,-0.499344981715441,-0.000654160186653058,-0.355123570633467,0.102898069794541,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,5,3,1,b,1,0,1,tac,D,27,1,3D,1D,NaN,NaN,None,NaN,NaN,NaN,NaN,NaN,,,D31,2.99573227355399,0.747774499161075,0.498690821528788,0.5,0.5,0.499344981715441,0.644876429366533,0.5,0.5,0.5,0.355123570633467,0.500655018284559,0.5,0.5,0.5,0.5,0.5,0,0,0,0,NaN,0,0,0,0,0,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,6,0,1,z,0,1,0,tac,B,63,1,0B,1B,0,1,z,2.45815770000081,0,1,1,1,1B,0B,B01,3.04452243772342,0.747774499161075,0.498690821528788,0.5,0.5,0.499344981715441,0.644876429366533,0.5,0.5,0.5,0.355123570633467,0.500655018284559,0.5,0.5,0.5,0.5,0.5,0.563594093870992,0.436405906129008,0.644876429366533,0.499344981715441,0.173199434810587,0.603323123581759,0.355123570633467,0.000465224864085794,0.499344981715441,-0.14468663594606,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,7,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,b,2.14206970000123,1,0,1,1,2C,3C,C23,3.09104245335832,0.747774499161075,0.498690821528788,0.5,0.5,0.354658345769381,0.645341654230619,0.5,0.5,0.5,0.355123570633467,0.500655018284559,0.5,0.5,0.5,0.5,0.5,0.500327294758229,0.499672705241771,0.500655018284559,0.5,0.17905982009262,0.500907369289713,0.499344981715441,0.000654160186653058,0.5,-0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,8,2,0,z,0,1,2,tac,A,27,1,2A,0A,0,1,z,2.79192860000057,0,1,1,1,0A,2A,A20,3.13549421592915,0.747774499161075,0.498690821528788,0.5,0.5,0.354658345769381,0.645341654230619,0.5,0.5,0.5,0.355123570633467,0.501309178471212,0.355123570633467,0.5,0.5,0.5,0.5,0.599286569539473,0.400713430460527,0.747774499161075,0.5,0.147840246148747,0.656661994376263,0.252225500838925,0.000330424629763232,0.5,-0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,9,3,2,b,1,0,1,tac,D,63,1,3D,2D,1,0,b,4.34973530000116,1,0,1,1,3D,2D,D32,3.17805383034795,0.748104923790838,0.498690821528788,0.355123570633467,0.5,0.354658345769381,0.645341654230619,0.5,0.5,0.5,0.355123570633467,0.501309178471212,0.355123570633467,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0378513347234189,0.499749228826955,0.5,0.000655018284559272,0.5,-0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,10,3,1,z,0,1,0,tac,B,27,1,3B,1B,0,1,z,1.92230570000083,0,1,1,1,1B,3B,B31,3.2188758248682,0.748104923790838,0.498690821528788,0.355123570633467,0.5,0.354658345769381,0.645341654230619,0.5,0.5,0.5,0.355123570633467,0.501309178471212,0.355123570633467,0.5,0.5,0.355123570633467,0.500655018284559,0.56344903884957,0.43655096115043,0.645341654230619,0.5,0.25217753162047,0.602378978499229,0.354658345769381,0.000464615402500978,0.5,-0.144876429366533,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,11,3,2,z,0,1,3,tac,C,63,1,3C,2C,0,1,b,2.76861460000055,1,0,0,0,3C,2C,C32,3.25809653802148,0.748104923790838,0.498690821528788,0.355123570633467,0.5,0.354658345769381,0.64580626963312,0.5,0.355123570633467,0.5,0.355123570633467,0.501309178471212,0.355123570633467,0.5,0.5,0.355123570633467,0.500655018284559,0.414654356696092,0.585345643303908,0.355123570633467,0.501309178471212,0.083472861360861,0.36383384303053,-0.355123570633467,-0.000465224864085794,-0.498690821528788,0.144497091161908,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
CBC_1036,CBC_1036_MSI_TV_v3_Vset2_Tset3_2023-12-06_14h51.37.594.csv,1,12,1,3,b,1,0,0,tac,B,27,1,1B,3B,1,0,z,1.49464910000097,0,1,0,0,3B,1B,B13,3.29583686600433,0.748104923790838,0.498690821528788,0.355123570633467,0.5,0.354658345769381,0.64580626963312,0.5,0.355123570633467,0.5,0.355123570633467,0.64580626963312,0.354658345769381,0.5,0.5,0.355123570633467,0.500655018284559,0.35479366919352,0.64520633080648,0.355123570633467,0.64580626963312,0.156040123871807,0.279400735674184,-0.355123570633467,-0.000465224864085794,-0.35419373036688,0.102628645919132,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.00131003656911854,0.289752858733067,0.839078538289937,1.23350616911111,2.64800391584926,0.5,76.8351064216665
