ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,rt,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,lik,corrLik,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,fit_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_NLL
189,1,1,A,0,1,a,63,1,0.95,0A,1A,1,0,1,0,A01,1.94710779041153,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.40759513393753,0,0,1,1A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.299141816371587,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,0.180612289044995,0.499858076054338,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,2,C,2,3,a,63,1,0.95,2C,3C,1,0,1,0,C23,2.81434814426013,2.83321334405622,0.5,0.200858183628413,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.56659513393753,1,1,0,2C,3C,0.5,0.5,0.5,0.5,1,1,0.5,0.299141816371587,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,0.182033961417156,0.500694145144253,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,3,A,2,0,l,27,1,0.95,2A,0A,0,1,0,1,A20,3.04393883999685,2.89037175789616,0.5,0.200858183628413,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.5,0.5,2.61759513393753,0,0,1,0A,2A,0.5,0.5,0.5,0.5,1,1,0.5,0.299141816371587,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,0.118986735381356,0.499701410899847,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,4,B,0,1,l,63,1,0.95,0B,1B,0,1,0,1,B01,0.824375886336637,2.94443897916644,0.799141816371587,0.200858183628413,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.5,0.5,3.63359513393753,0,0,1,1B,0B,0.5,0.5,0.5,0.5,1,1,0.5,0.299141816371587,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,0.0727266969036813,0.500204097074715,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,5,D,3,2,a,63,1,0.95,3D,2D,1,0,1,0,D32,2.65181104931808,2.99573227355399,0.799141816371587,0.200858183628413,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.5,0.5,5.63559513393753,0,0,1,2D,3D,0.5,0.5,0.5,0.5,0,0,-0.5,-0.299141816371587,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,0.027503658530574,0.501414926289858,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,6,B,2,1,l,9,1,0.95,2B,1B,0,1,0,1,B21,1.47406458587327,3.04452243772342,0.799141816371587,0.200858183628413,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.200858183628413,0.5,0.888595133937534,0,0,1,1B,2B,0.799141816371587,0.5,0.799141816371587,0.200858183628413,1,1,0.200858183628413,0.120170163767402,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,4.83272208953075,0.999999999990482,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,7,D,3,1,a,27,1,0.95,3D,1D,1,0,1,0,D31,3.19752793037894,3.09104245335832,0.799141816371587,0.200858183628413,0.5,0.5,0.5,0.91931198013899,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.200858183628413,0.5,2.95259513393753,1,1,0,3D,1D,0.5,0.5,0.5,0.5,1,1,0.5,0.299141816371587,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,0.101348399461812,0.500514045680445,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,8,A,0,1,a,63,1,0.95,0A,1A,1,0,1,0,A01,0.326515796809095,2.4423470353692,0.799141816371587,0.200858183628413,0.5,0.5,0.5,0.91931198013899,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.200858183628413,0.799141816371587,0.763595133937534,1,1,0,0A,1A,0.799141816371587,0.200858183628413,0.940580715298251,0.0594192847017491,1,1,0.200858183628413,0.120170163767402,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,11.0777258629235,1,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,9,A,1,0,l,63,1,0.95,1A,0A,0,1,0,1,A10,1.44492912637415,3.17805383034795,0.91931198013899,0.200858183628413,0.5,0.5,0.5,0.91931198013899,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.200858183628413,0.799141816371587,0.779595133937534,0,0,1,0A,1A,0.91931198013899,0.200858183628413,0.978415833387917,0.0215841666120829,1,1,0.0806880198610103,0.0482743216412986,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,14.4910501279752,1,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
189,1,10,C,0,2,l,27,1,0.95,0C,2C,0,1,0,1,C02,2.3285351408099,3.2188758248682,0.967586301780288,0.200858183628413,0.5,0.5,0.5,0.91931198013899,0.5,0.5,0.5,0.5,0.799141816371587,0.5,0.5,0.5,0.200858183628413,0.799141816371587,0.931595133937534,0,0,1,2C,0C,0.799141816371587,0.5,0.799141816371587,0.200858183628413,1,1,0.200858183628413,0.120170163767402,0.5,0.632091993228738,0.660595133937534,11.927388151158,2.80746369015283,0.5,2.22908394775721,0.999999999990432,0.5,0.598283632743175,0.655320697843456,13.3209063832026,3.18348114161366,0.5,-62.4442087246701
