ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_alpha12,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
113,1,1,B,1,0,a,63,1,1,1B,0B,1,0,1,0,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.80576345556044,1,1,0,1B,0B,0.5,0.5,0.5,0.5,1,1,0.5,0.0182989308061199,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.400309067758858,0.499660657404327,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,2,D,3,2,a,63,1,1,3D,2D,1,0,1,0,D32,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.51829893080612,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.14776345556044,1,1,0,3D,2D,0.5,0.5,0.5,0.5,1,1,0.5,0.0182989308061199,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.291166594185195,0.500531964662935,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,3,B,3,1,l,27,1,1,3B,1B,0,1,0,1,B31,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.51829893080612,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51829893080612,3.31076345556044,0,0,1,1B,3B,0.51829893080612,0.5,0.51829893080612,0.48170106919388,1,1,0.48170106919388,0.0176292290688256,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.311158875287789,0.634896307474013,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,4,C,2,3,a,63,1,1,2C,3C,1,0,1,0,C23,2.94443897916644,0.5,0.5,0.5,0.5,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51829893080612,2.97776345556044,0,0,1,3C,2C,0.5,0.5,0.5,0.5,0,0,-0.5,-0.49970255862508,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.347362008329912,0.500424713711452,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,5,C,0,2,l,27,1,1,0C,2C,0,1,0,1,C02,2.99573227355399,0.5,0.5,0.5,0.5,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.5,0.00029744137492016,0.5,0.5,0.5,0.51829893080612,3.92576345556044,0,0,1,2C,0C,0.5,0.5,0.5,0.5,1,1,0.5,0.0182989308061199,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.124342309753309,0.500157379550412,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,6,A,0,3,a,9,1,1,0A,3A,1,0,1,0,A03,3.04452243772342,0.5,0.5,0.5,0.5,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.51829893080612,0.00029744137492016,0.5,0.5,0.5,0.51829893080612,2.74176345556044,0,0,1,3A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.49970255862508,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.410288668088284,0.499676820725892,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,7,C,2,3,a,63,1,1,2C,3C,1,0,1,0,C23,2.39789527279837,0.5,0.5,0.5,0.00029744137492016,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.51829893080612,0.00029744137492016,0.5,0.5,0.5,0.51829893080612,2.45976345556044,1,1,0,2C,3C,0.51829893080612,0.00029744137492016,0.999723555598707,0.00027644440129293,1,1,0.48170106919388,0.0176292290688256,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,8.01766397835545,0.999999722738799,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,8,A,1,0,l,63,1,1,1A,0A,0,1,0,1,A10,3.13549421592915,0.5,0.5,0.5,0.00029744137492016,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.535928159874945,0.00029744137492016,0.5,0.5,0.5,0.51829893080612,3.14676345556044,0,0,1,0A,1A,0.5,0.5,0.5,0.5,1,1,0.5,0.0182989308061199,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.291564360530675,0.500678873558874,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,9,D,2,3,l,63,1,1,2D,3D,0,1,0,1,D23,3.17805383034795,0.51829893080612,0.5,0.5,0.00029744137492016,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.535928159874945,0.00029744137492016,0.5,0.5,0.5,0.51829893080612,3.55076345556044,0,0,1,3D,2D,0.51829893080612,0.5,0.51829893080612,0.48170106919388,1,1,0.48170106919388,0.0176292290688256,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.237221222412405,0.634481477171439,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,10,C,3,2,l,63,1,1,3C,2C,0,1,0,1,C32,3.2188758248682,0.51829893080612,0.5,0.5,0.00029744137492016,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.535928159874945,0.00029744137492016,0.5,0.5,0.5,0.535928159874945,2.49176345556044,0,0,1,2C,3C,0.535928159874945,0.00029744137492016,0.999742428777578,0.000257571222421733,1,1,0.464071840125055,0.0169840369830342,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,7.96853733786786,0.999999722331415,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
113,1,11,D,3,1,a,27,1,1,3D,1D,1,0,1,0,D31,3.25809653802148,0.51829893080612,0.5,0.5,0.00029744137492016,0.5,0.535928159874945,0.5,0.5,0.5,0.5,0.55291219685798,0.00029744137492016,0.5,0.5,0.5,0.535928159874945,3.26076345556044,1,1,0,3D,1D,0.535928159874945,0.5,0.535928159874945,0.464071840125055,1,1,0.464071840125055,0.0169840369830342,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.023416893750183,0.536228395875984,2.34676345556044,11.5246649871944,1.99884808053427,0.5,0.393495962209619,0.747909658063921,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.0365978616122398,0.99940511725016,2.35192045555896,7.11892191397157,2.12165785031168,0.5,10.2710183105072
