ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,rt,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,sim_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,lik,corrLik,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,fit_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_NLL
116,1,1,B,1,0,a,63,1,0.95,1B,0B,1,0,1,0,B10,0.24102252894749,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.93831186593458,1,1,0,1B,0B,0.5,0.5,0.5,0.5,1,1,0.5,0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,0.0186230379264014,0.501422306020598,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,2,A,0,1,a,63,1,0.95,0A,1A,1,0,1,0,A01,0.495908435673522,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.725661878179956,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.84331186593458,0,0,1,1A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,0.0916137195672516,0.499648050754089,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,3,C,1,2,l,9,1,0.95,1C,2C,0,1,0,1,C12,0.983864647739565,2.89037175789616,0.5,0.274338121820044,0.5,0.5,0.5,0.725661878179956,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.37431186593458,1,1,0,1C,2C,0.5,0.5,0.5,0.5,0,0,-0.5,-0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,0.18630284486125,0.499875486796168,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,4,A,1,0,l,63,1,0.95,1A,0A,0,1,0,1,A10,3.47211903260272,2.94443897916644,0.5,0.274338121820044,0.5,0.5,0.5,0.725661878179956,0.5,0.5,0.5,0.274338121820044,0.5,0.5,0.5,0.5,0.5,0.5,0.652311865934582,0,0,1,0A,1A,0.5,0.274338121820044,0.725661878179956,0.274338121820044,1,1,0.5,0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,3.25631532523417,0.999997655732116,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,5,D,3,1,a,27,1,0.95,3D,1D,1,0,1,0,D31,3.04823115047803,2.99573227355399,0.725661878179956,0.274338121820044,0.5,0.5,0.5,0.725661878179956,0.5,0.5,0.5,0.274338121820044,0.5,0.5,0.5,0.5,0.5,0.5,1.23831186593458,0,0,1,1D,3D,0.5,0.5,0.5,0.5,0,0,-0.5,-0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,0.192788550351484,0.501009858478996,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,6,B,0,1,l,63,1,0.95,0B,1B,0,1,0,1,B01,1.4278783903098,3.04452243772342,0.725661878179956,0.274338121820044,0.5,0.5,0.5,0.725661878179956,0.5,0.5,0.5,0.274338121820044,0.5,0.5,0.5,0.274338121820044,0.5,0.5,0.897311865934582,0,0,1,1B,0B,0.725661878179956,0.5,0.725661878179956,0.274338121820044,1,1,0.274338121820044,0.123815311652545,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,1.06191740542639,0.999997653069498,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,7,C,2,3,a,63,1,0.95,2C,3C,1,0,1,0,C23,3.34053881200331,3.09104245335832,0.725661878179956,0.274338121820044,0.5,0.5,0.5,0.849477189832501,0.5,0.5,0.5,0.274338121820044,0.5,0.5,0.5,0.274338121820044,0.5,0.5,4.51531186593458,0,0,1,3C,2C,0.5,0.5,0.5,0.5,0,0,-0.5,-0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,0.0387201213697968,0.500307121686794,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,8,A,2,0,l,27,1,0.95,2A,0A,0,1,0,1,A20,1.84065586546952,3.13549421592915,0.725661878179956,0.274338121820044,0.5,0.5,0.5,0.849477189832501,0.5,0.5,0.5,0.274338121820044,0.5,0.274338121820044,0.5,0.274338121820044,0.5,0.5,0.657311865934582,0,0,1,0A,2A,0.725661878179956,0.5,0.725661878179956,0.274338121820044,1,1,0.274338121820044,0.123815311652545,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,3.26539265043795,0.999997640599316,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,9,D,3,2,a,63,1,0.95,3D,2D,1,0,1,0,D32,1.25881909370371,3.17805383034795,0.849477189832501,0.274338121820044,0.5,0.5,0.5,0.849477189832501,0.5,0.5,0.5,0.274338121820044,0.5,0.274338121820044,0.5,0.274338121820044,0.5,0.5,1.58131186593458,0,0,1,2D,3D,0.5,0.5,0.5,0.5,0,0,-0.5,-0.225661878179956,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,0.172521474400138,0.500723975864,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
116,1,10,B,3,1,l,27,1,0.95,3B,1B,0,1,0,1,B31,1.05211936312046,3.2188758248682,0.849477189832501,0.274338121820044,0.5,0.5,0.5,0.849477189832501,0.5,0.5,0.5,0.274338121820044,0.5,0.274338121820044,0.5,0.274338121820044,0.274338121820044,0.5,0.637311865934582,0,0,1,1B,3B,0.849477189832501,0.5,0.849477189832501,0.150522810167499,1,1,0.150522810167499,0.0679345201026454,0.5,0.442137841609239,0.338311865934582,7.43779160780563,3.0560773016085,0.5,4.18184734882592,0.999999998082704,0.5,0.451323756359912,0.370131980953751,9.28526526907568,3.09268467810892,0.5,-29.8310926792624
