ID,session,trialNr,mod2Stim,visStimLeft,visStimRight,correctKey,frequency,rewardAccurate,probFB,stimPairLeft,stimPairRight,leftCorrect,rightCorrect,pCorrectLeft,pCorrectRight,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,reactionTime,choice,choiceLeft,choiceRight,chosenPair,otherPair,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,choiceAccurate,reward,rewardPE,update2,sim_percModel,sim_respModel,sim_startBelief,sim_alpha1,sim_alpha12,sim_nonDecisionTime,sim_weight,sim_startingBoundary,sim_startingPoint,lik,corrLik,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha12,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
140,1,1,A,0,1,a,63,1,0.95,0A,1A,1,0,1,0,A01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.55337762202736,0,0,1,1A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.462603482514543,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,0.109778508690437,0.499660172128067,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,2,C,2,3,a,63,1,0.95,2C,3C,1,0,1,0,C23,2.83321334405622,0.5,0.037396517485457,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.63637762202736,1,1,0,2C,3C,0.5,0.5,0.5,0.5,1,1,0.5,0.313655026570366,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,0.106629861773798,0.501966019793327,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,3,A,2,0,l,27,1,0.95,2A,0A,0,1,0,1,A20,2.89037175789616,0.5,0.037396517485457,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.5,6.11137762202736,1,1,0,2A,0A,0.5,0.5,0.5,0.5,0,0,-0.5,-0.462603482514543,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,0.0578177592898416,0.500349338504018,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,4,B,0,1,l,63,1,0.95,0B,1B,0,1,0,1,B01,2.94443897916644,0.5,0.037396517485457,0.037396517485457,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.5,3.98437762202736,0,0,1,1B,0B,0.5,0.5,0.5,0.5,1,1,0.5,0.313655026570366,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,0.136979463035476,0.500365987820386,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,5,D,3,2,a,63,1,0.95,3D,2D,1,0,1,0,D32,2.99573227355399,0.5,0.037396517485457,0.037396517485457,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.5,5.56937762202736,1,1,0,3D,2D,0.5,0.5,0.5,0.5,1,1,0.5,0.313655026570366,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,0.0723549266805736,0.500285790910939,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,6,B,2,1,l,9,1,0.95,2B,1B,0,1,0,1,B21,3.04452243772342,0.5,0.037396517485457,0.037396517485457,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.813655026570366,2.80937762202736,0,0,1,1B,2B,0.813655026570366,0.5,0.813655026570366,0.186344973429634,1,1,0.186344973429634,0.116896075184652,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,2.53704866229093,0.99999677900294,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,7,D,3,1,a,27,1,0.95,3D,1D,1,0,1,0,D31,3.09104245335832,0.5,0.037396517485457,0.037396517485457,0.5,0.5,0.930551101755018,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.813655026570366,2.78237762202736,1,1,0,3D,1D,0.813655026570366,0.5,0.813655026570366,0.186344973429634,1,1,0.186344973429634,0.116896075184652,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,2.45790496934294,0.999996788432958,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,8,A,0,1,a,63,1,0.95,0A,1A,1,0,1,0,A01,2.4423470353692,0.5,0.037396517485457,0.037396517485457,0.5,0.5,0.930551101755018,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.930551101755018,2.75837762202736,1,1,0,0A,1A,0.5,0.037396517485457,0.962603482514543,0.0373965174854569,1,1,0.5,0.313655026570366,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,3.93630934853314,0.99999999207789,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,9,A,1,0,l,63,1,0.95,1A,0A,0,1,0,1,A10,3.17805383034795,0.813655026570366,0.037396517485457,0.037396517485457,0.5,0.5,0.930551101755018,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.930551101755018,2.73637762202736,0,0,1,0A,1A,0.813655026570366,0.037396517485457,0.991181106096556,0.00881889390344449,1,1,0.186344973429634,0.116896075184652,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,4.37499159836441,0.999999997495241,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
140,1,10,C,0,2,l,27,1,0.95,0C,2C,0,1,0,1,C02,3.2188758248682,0.930551101755018,0.037396517485457,0.037396517485457,0.5,0.5,0.930551101755018,0.5,0.5,0.5,0.5,0.813655026570366,0.5,0.5,0.5,0.5,0.930551101755018,2.96037762202736,0,0,1,2C,0C,0.813655026570366,0.5,0.813655026570366,0.186344973429634,1,1,0.186344973429634,0.116896075184652,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.677274767622329,0.822279673211126,2.48937762202736,6.72887780979422,3.38526982625561,0.5,1.82235663931017,0.99999676386971,CBCsimpleAsymRW,CBCdriftDiffusionLR_pwBelief,0.5,0.627310053140732,0.925206965029086,2.44610301527425,5.84058574554145,3.45168792620397,0.5,-20.2141424283646
