ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,rewardPEOP,update2OP,fit_percModel,fit_respModel,fit_startBelief,fit_alpha1,fit_alpha2,fit_nonDecisionTime,fit_weight,fit_startingBoundary,fit_startingPoint,fit_NLL
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,1,0,1,z,0,1,1,aud,B,63,1,0B,1B,0,1,b,2.52432620000218,1,0,0,0,0B,1B,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.117617590911656,0.500019977209845,-0.5,-0.128574088414348,-0.5,0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,2,1,0,z,0,1,2,aud,A,63,1,1A,0A,0,1,z,1.46392700000069,0,1,1,1,0A,1A,A10,2.83321334405622,0.5,0.5,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.253824877468562,0.499427099912919,0.5,0.128574088414348,0.5,-0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,3,2,1,b,1,0,0,aud,C,9,1,2C,1C,1,0,z,2.73696070000187,0,1,0,0,1C,2C,C21,2.89037175789616,0.628574088414348,0.490140165551374,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0999492418637252,0.498254856846925,-0.5,-0.128574088414348,-0.5,0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,4,0,1,b,1,0,2,aud,A,63,1,0A,1A,1,0,b,2.26682199999959,1,0,1,1,0A,1A,A01,2.94443897916644,0.628574088414348,0.490140165551374,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.5,0.5,0.561871886575254,0.438128113424746,0.628574088414348,0.490140165551374,0.235094673568594,0.850830318621675,0.371425911585652,0.0955114959911869,0.490140165551374,-0.00966540177791698,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,5,1,3,z,0,1,3,aud,D,27,1,1D,3D,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,,,D13,2.99573227355399,0.724085584405535,0.480474763773457,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.5,0.5,0,0,0,0,NaN,0,0,0,0,0,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,6,1,0,b,1,0,1,aud,B,63,1,1B,0B,1,0,b,1.68916580000223,1,0,1,1,1B,0B,B10,3.04452243772342,0.724085584405535,0.480474763773457,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.5,0.5,0.578540883865373,0.421459116134627,0.509859834448626,0.371425911585652,0.449878121080792,0.901288873387211,0.490140165551374,0.126038649962051,0.371425911585652,-0.00732439599632875,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,7,3,2,z,0,1,0,aud,C,63,1,3C,2C,0,1,z,1.40234740000233,0,1,1,1,2C,3C,C32,3.09104245335832,0.724085584405535,0.480474763773457,0.5,0.5,0.364101515589323,0.635898484410677,0.5,0.5,0.5,0.371425911585652,0.509859834448626,0.5,0.5,0.5,0.5,0.5,0.504881783645752,0.495118216354248,0.509859834448626,0.5,0.281322442181498,0.53368524119602,0.490140165551374,0.126038649962051,0.5,-0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,8,0,2,b,1,0,2,aud,A,27,1,0A,2A,1,0,b,1.66318180000053,1,0,1,1,0A,2A,A02,3.13549421592915,0.724085584405535,0.480474763773457,0.5,0.5,0.364101515589323,0.635898484410677,0.5,0.5,0.5,0.371425911585652,0.635898484410677,0.490140165551374,0.5,0.5,0.5,0.5,0.591531828844451,0.408468171155549,0.724085584405535,0.5,0.486137433688168,0.929710793520799,0.275914415594465,0.0709508889308719,0.5,-0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,9,2,3,z,0,1,3,aud,D,63,1,2D,3D,0,1,z,1.02831110000079,0,1,1,1,3D,2D,D23,3.17805383034795,0.795036473336407,0.480474763773457,0.490140165551374,0.5,0.364101515589323,0.635898484410677,0.5,0.5,0.5,0.371425911585652,0.635898484410677,0.490140165551374,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.247500468858702,0.501094692081046,0.5,0.128574088414348,0.5,-0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,10,1,3,b,1,0,1,aud,B,27,1,1B,3B,1,0,b,1.57242120000046,1,0,1,1,1B,3B,B13,3.2188758248682,0.795036473336407,0.480474763773457,0.490140165551374,0.5,0.364101515589323,0.635898484410677,0.5,0.5,0.5,0.371425911585652,0.635898484410677,0.490140165551374,0.5,0.5,0.490140165551374,0.628574088414348,0.559819819409823,0.440180180590177,0.635898484410677,0.5,0.451759041149879,0.843655871896224,0.364101515589323,0.0936280409143596,0.5,-0.00985983444862559,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,11,2,3,b,1,0,0,aud,C,63,1,2C,3C,1,0,b,1.45707760000187,1,0,1,1,2C,3C,C23,3.25809653802148,0.795036473336407,0.480474763773457,0.490140165551374,0.5,0.364101515589323,0.729526525325037,0.5,0.490140165551374,0.5,0.371425911585652,0.635898484410677,0.490140165551374,0.5,0.5,0.490140165551374,0.628574088414348,0.564721721081339,0.435278278918661,0.635898484410677,0.490140165551374,0.518436120360215,0.860737599037486,0.364101515589323,0.0936280409143596,0.490140165551374,-0.00966540177791698,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,12,3,1,z,0,1,1,aud,B,27,1,3B,1B,0,1,b,1.69139600000017,1,0,0,0,3B,1B,B31,3.29583686600433,0.795036473336407,0.480474763773457,0.490140165551374,0.5,0.364101515589323,0.729526525325037,0.5,0.490140165551374,0.5,0.371425911585652,0.729526525325037,0.480474763773457,0.5,0.5,0.490140165551374,0.628574088414348,0.401864024997827,0.598135975002174,0.490140165551374,0.729526525325037,0.0300883571223953,0.0593872917408002,-0.490140165551374,-0.126038649962051,-0.270473474674963,0.00533364736607933,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
CBC_1015,CBC_1015_MSI_AV_v3_Vset1_Aset2_2023-06-25_14h04.10.751.csv,1,13,2,3,b,1,0,0,aud,C,63,1,2C,3C,1,0,b,1.49689020000005,1,0,1,1,2C,3C,C23,2.63905732961526,0.795036473336407,0.480474763773457,0.490140165551374,0.5,0.364101515589323,0.734860172691116,0.5,0.364101515589323,0.5,0.371425911585652,0.729526525325037,0.480474763773457,0.5,0.5,0.490140165551374,0.628574088414348,0.602913841412985,0.397086158587015,0.729526525325037,0.480474763773457,0.620096535980736,0.947627358844804,0.270473474674963,0.0695517608931894,0.480474763773457,-0.00947480325509756,CBCbothPairsRW,CBCdriftDiffusionLR,0.5,0.257148176828696,0.0197196688972512,0.655561049759417,5.48118103638895,2.56677477200274,0.5,33.2510965511493
